Product Name                          	 Date      	 Vehicle No.     	 Qty.            	 Rate      	 Amount
IOC CLEARBLUE  - 20Ltr                	 17/01/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 18/01/2025	 8313            	 109.13          	 90.50     	 9876.00
Diesel                                	 18/01/2025	 5313            	 114.2           	 90.50     	 10335.00
Diesel                                	 18/01/2025	 7313            	 136             	 90.50     	 12308.00
Diesel                                	 18/01/2025	 2313            	 82              	 90.50     	 7421.00
Petrol                                	 18/01/2025	 2777            	 10.55           	 94.80     	 1000.00
Petrol                                	 18/01/2025	 2777            	 2.11            	 94.80     	 200.00
Diesel                                	 19/01/2025	 2313            	 162             	 90.50     	 14661.00
IOC CLEARBLUE  - 20Ltr                	 19/01/2025	 2313            	 1               	 1300.00   	 1300.00
Diesel                                	 19/01/2025	 8313            	 105.94          	 90.50     	 9588.00
Diesel                                	 19/01/2025	 9313            	 163.22          	 90.50     	 14771.00
Diesel                                	 19/01/2025	 7313            	 164.01          	 90.50     	 14843.00
Diesel                                	 19/01/2025	 5313            	 105             	 90.50     	 9503.00
Diesel                                	 20/01/2025	 2777            	 63.84           	 90.50     	 5778.00
Diesel                                	 20/01/2025	 5682            	 19.59           	 90.50     	 1773.00
Diesel                                	 20/01/2025	 2313            	 126             	 90.50     	 11403.00
Diesel                                	 20/01/2025	 5313            	 110             	 90.50     	 9955.00
Diesel                                	 20/01/2025	 7313            	 138.3           	 90.50     	 12516.00
Diesel                                	 20/01/2025	 9313            	 129             	 90.50     	 11675.00
IOC CLEARBLUE  - 20Ltr                	 20/01/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 20/01/2025	 5313            	 286             	 90.50     	 25883.00
Diesel                                	 20/01/2025	 8313            	 141.16          	 90.50     	 12775.00
Diesel                                	 20/01/2025	 4313            	 139             	 90.50     	 12580.00
IOC CLEARBLUE  - 20Ltr                	 20/01/2025	 4313            	 2               	 1300.00   	 2600.00
Diesel                                	 20/01/2025	 C               	 11.05           	 90.50     	 1000.00
Diesel                                	 21/01/2025	 5682            	 49.32           	 90.50     	 4463.00
Diesel                                	 21/01/2025	 5313            	 100             	 90.50     	 9050.00
Diesel                                	 21/01/2025	 7313            	 100             	 90.50     	 9050.00
Diesel                                	 21/01/2025	 1618            	 55.25           	 90.50     	 5000.00
Diesel                                	 21/01/2025	 5313            	 100             	 90.50     	 9050.00
IOC CLEARBLUE  - 20Ltr                	 21/01/2025	 5313            	 2               	 1300.00   	 2600.00
Diesel                                	 21/01/2025	 2313            	 133             	 90.50     	 12037.00
Diesel                                	 21/01/2025	 5682            	 19.13           	 90.50     	 1731.00
Diesel                                	 22/01/2025	 2313            	 118             	 90.50     	 10679.00
IOC CLEARBLUE  - 20Ltr                	 22/01/2025	 2313            	 2               	 1300.00   	 2600.00
Diesel                                	 22/01/2025	 5313            	 215             	 90.50     	 19458.00
Diesel                                	 22/01/2025	 9313            	 152.02          	 90.50     	 13758.00
Diesel                                	 22/01/2025	 7313            	 173.73          	 90.50     	 15723.00
Diesel                                	 22/01/2025	 4313            	 185             	 90.50     	 16743.00
Diesel                                	 22/01/2025	 5313            	 190             	 90.50     	 17195.00
Diesel                                	 22/01/2025	 8313            	 121.12          	 90.50     	 10961.00
Diesel                                	 22/01/2025	 2777            	 44.2            	 90.50     	 4000.00
Diesel                                	 22/01/2025	 2777            	 22.1            	 90.50     	 2000.00
Diesel                                	 22/01/2025	 CASH            	 34.25           	 90.50     	 3100.00
Diesel                                	 22/01/2025	 2777            	 44.5            	 90.50     	 4027.00
Diesel                                	 23/01/2025	 4313            	 142             	 90.50     	 12851.00
Diesel                                	 23/01/2025	 5313            	 115             	 90.50     	 10408.00
Diesel                                	 23/01/2025	 5682            	 28.23           	 90.50     	 2555.00
Diesel                                	 23/01/2025	 9313            	 135.01          	 90.50     	 12218.00
Diesel                                	 23/01/2025	 7313            	 97.01           	 90.50     	 8779.00
Diesel                                	 23/01/2025	 5313            	 150.64          	 90.50     	 13633.00
IOC CLEARBLUE  - 20Ltr                	 23/01/2025	 9313            	 1               	 1300.00   	 1300.00
DI.WATER - 5Ltr                       	 23/01/2025	 8313            	 1               	 100.00    	 100.00
Diesel                                	 24/01/2025	 5682            	 26.88           	 90.50     	 2433.00
Diesel                                	 24/01/2025	 5313            	 158.53          	 90.50     	 14347.00
Diesel                                	 24/01/2025	 9313            	 144             	 90.50     	 13032.00
Diesel                                	 24/01/2025	 4313            	 153.13          	 90.50     	 13858.00
Diesel                                	 24/01/2025	 7313            	 128.27          	 90.50     	 11608.00
Diesel                                	 24/01/2025	 5313            	 141             	 90.50     	 12761.00
Diesel                                	 24/01/2025	 8313            	 179             	 90.50     	 16200.00
Diesel                                	 24/01/2025	 2313            	 129             	 90.50     	 11675.00
IOC CLEARBLUE  - 20Ltr                	 24/01/2025	 4313            	 1               	 1300.00   	 1300.00
Diesel                                	 24/01/2025	 7313 BULERO     	 39              	 90.50     	 3530.00
Diesel                                	 24/01/2025	 2777            	 11.05           	 90.50     	 1000.00
Diesel                                	 25/01/2025	 8313            	 107.53          	 90.50     	 9731.00
Diesel                                	 25/01/2025	 5313            	 103.47          	 90.50     	 9364.00
Diesel                                	 25/01/2025	 4313            	 134.06          	 90.50     	 12132.00
Diesel                                	 25/01/2025	 7313            	 103.01          	 90.50     	 9322.00
Diesel                                	 25/01/2025	 9313            	 131.01          	 90.50     	 11856.00
Diesel                                	 25/01/2025	 5313            	 115.84          	 90.50     	 10484.00
IOC CLEARBLUE  - 20Ltr                	 25/01/2025	 5313            	 1               	 1300.00   	 1300.00
Diesel                                	 25/01/2025	 2313            	 153.66          	 90.50     	 13906.00
Petrol                                	 25/01/2025	 2777            	 5.27            	 94.80     	 500.00
Diesel                                	 26/01/2025	 4313            	 111             	 90.50     	 10046.00
IOC CLEARBLUE  - 20Ltr                	 26/01/2025	 4313            	 1               	 1300.00   	 1300.00
IOC CLEARBLUE  - 20Ltr                	 26/01/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 26/01/2025	 5313            	 116             	 90.50     	 10498.00
Diesel                                	 26/01/2025	 7313            	 117             	 90.50     	 10589.00
Diesel                                	 26/01/2025	 8313            	 102             	 90.50     	 9231.00
Diesel                                	 26/01/2025	 5313            	 102             	 90.50     	 9231.00
Diesel                                	 26/01/2025	 9313            	 101             	 90.50     	 9141.00
Diesel                                	 26/01/2025	 2313            	 114             	 90.50     	 10317.00
Diesel                                	 26/01/2025	 5682            	 37.43           	 90.50     	 3387.00
Diesel                                	 27/01/2025	 2777            	 56.4            	 90.50     	 5104.00
IOC CLEARBLUE  - 20Ltr                	 28/01/2025	 5313            	 1               	 1300.00   	 1300.00
DI.WATER - 1Ltr                       	 28/01/2025	 2313            	 2               	 20.00     	 40.00
TRANSFLUID A - 1Ltr                   	 28/01/2025	 4313            	 1               	 340.00    	 340.00
IOC CLEARBLUE  - 20Ltr                	 28/01/2025	 4313            	 1               	 1300.00   	 1300.00
IOC CLEARBLUE  - 20Ltr                	 28/01/2025	 9313            	 1               	 1300.00   	 1300.00
DI.WATER - 1Ltr                       	 28/01/2025	 4313            	 3               	 20.00     	 60.00
Diesel                                	 28/01/2025	 7313            	 115.13          	 90.50     	 10419.00
Diesel                                	 28/01/2025	 2313            	 115.06          	 90.50     	 10413.00
Diesel                                	 28/01/2025	 5313            	 142.03          	 90.50     	 12854.00
Diesel                                	 28/01/2025	 4313            	 173.37          	 90.50     	 15690.00
Diesel                                	 28/01/2025	 9313            	 228.02          	 90.50     	 20636.00
Diesel                                	 28/01/2025	 8313            	 246             	 90.50     	 22263.00
Diesel                                	 28/01/2025	 5313            	 262.41          	 90.50     	 23748.00
Diesel                                	 28/01/2025	 5682            	 42.86           	 90.50     	 3879.00
Diesel                                	 28/01/2025	 2777            	 45.33           	 90.50     	 4102.00
Diesel                                	 29/01/2025	 8313            	 119.05          	 90.50     	 10774.00
Diesel                                	 29/01/2025	 5313            	 138             	 90.50     	 12489.00
Diesel                                	 29/01/2025	 7313            	 128             	 90.50     	 11584.00
Diesel                                	 29/01/2025	 5313            	 102.67          	 90.50     	 9292.00
Diesel                                	 29/01/2025	 9313            	 121             	 90.50     	 10951.00
Diesel                                	 29/01/2025	 2313            	 125             	 90.50     	 11313.00
Diesel                                	 29/01/2025	 5682            	 28.76           	 90.50     	 2603.00
IOC CLEARBLUE  - 20Ltr                	 29/01/2025	 2313            	 2               	 1300.00   	 2600.00
Diesel                                	 30/01/2025	 7313            	 151.01          	 90.50     	 13666.00
Diesel                                	 30/01/2025	 2313            	 125.55          	 90.50     	 11362.00
Diesel                                	 30/01/2025	 4313            	 215             	 90.50     	 19458.00
Diesel                                	 30/01/2025	 8313            	 137             	 90.50     	 12399.00
Diesel                                	 30/01/2025	 5313            	 123.68          	 90.50     	 11193.00
Diesel                                	 30/01/2025	 2777            	 53.61           	 90.50     	 4852.00
Diesel                                	 30/01/2025	 5682            	 26.48           	 90.50     	 2396.00
Diesel                                	 31/01/2025	 5313            	 110.65          	 90.50     	 10014.00
Diesel                                	 31/01/2025	 4313            	 151.78          	 90.50     	 13736.00
Diesel                                	 31/01/2025	 7313            	 135             	 90.50     	 12218.00
Diesel                                	 31/01/2025	 2313            	 111             	 90.50     	 10046.00
Diesel                                	 31/01/2025	 8313            	 120.03          	 90.50     	 10863.00
Diesel                                	 31/01/2025	 5682            	 26.42           	 90.50     	 2391.00
Diesel                                	 31/01/2025	 5682            	 27.75           	 90.50     	 2511.00
Petrol                                	 31/01/2025	 2777            	 12.93           	 94.80     	 1226.00
IOC CLEARBLUE  - 20Ltr                	 31/01/2025	 4313            	 2               	 1300.00   	 2600.00
Diesel                                	 01/02/2025	 7313            	 128             	 90.50     	 11584.00
Diesel                                	 01/02/2025	 4313            	 113             	 90.50     	 10227.00
Diesel                                	 01/02/2025	 2313            	 126             	 90.50     	 11403.00
Diesel                                	 01/02/2025	 8313            	 97.01           	 90.50     	 8779.00
Diesel                                	 01/02/2025	 5313            	 156.03          	 90.50     	 14121.00
Diesel                                	 01/02/2025	 5313            	 136.05          	 90.50     	 12313.00
Diesel                                	 01/02/2025	 5682            	 11.05           	 90.50     	 1000.00
Diesel                                	 01/02/2025	 5682            	 28.41           	 90.50     	 2571.00
Diesel                                	 02/02/2025	 8313            	 71.96           	 90.50     	 6512.00
Diesel                                	 02/02/2025	 5313            	 105             	 90.50     	 9503.00
Diesel                                	 02/02/2025	 5313            	 132             	 90.50     	 11946.00
Diesel                                	 02/02/2025	 7313            	 114             	 90.50     	 10317.00
IOC CLEARBLUE  - 20Ltr                	 02/02/2025	 5313            	 2               	 1300.00   	 2600.00
Diesel                                	 02/02/2025	 2313            	 119.95          	 90.50     	 10855.00
Diesel                                	 02/02/2025	 4313            	 113             	 90.50     	 10227.00
Diesel                                	 02/02/2025	 2777            	 59.21           	 90.50     	 5359.00
DI.WATER - 1Ltr                       	 02/02/2025	 9313            	 2               	 20.00     	 40.00
Diesel                                	 02/02/2025	 5682            	 31.78           	 90.50     	 2876.00
IOC CLEARBLUE  - 20Ltr                	 03/02/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 03/02/2025	 7313            	 116.16          	 90.50     	 10512.00
Diesel                                	 03/02/2025	 4313            	 118.48          	 90.50     	 10722.00
Diesel                                	 03/02/2025	 8313            	 114.14          	 90.50     	 10330.00
Diesel                                	 03/02/2025	 9313            	 136             	 90.50     	 12308.00
Diesel                                	 03/02/2025	 2313            	 96.04           	 90.50     	 8692.00
Diesel                                	 03/02/2025	 5313            	 127             	 90.50     	 11494.00
Diesel                                	 03/02/2025	 5313            	 168.05          	 90.50     	 15209.00
Diesel                                	 04/02/2025	 5313            	 104.63          	 90.50     	 9469.00
Diesel                                	 04/02/2025	 4313            	 138             	 90.50     	 12489.00
Diesel                                	 04/02/2025	 5313            	 145.04          	 90.50     	 13126.00
Diesel                                	 04/02/2025	 7313            	 125.3           	 90.50     	 11340.00
Diesel                                	 04/02/2025	 9313            	 62.01           	 90.50     	 5612.00
Diesel                                	 04/02/2025	 2313            	 126.86          	 90.50     	 11481.00
IOC CLEARBLUE  - 20Ltr                	 04/02/2025	 2313            	 1               	 1300.00   	 1300.00
IOC CLEARBLUE  - 20Ltr                	 04/02/2025	 4313            	 2               	 1300.00   	 2600.00
Diesel                                	 04/02/2025	 CASH            	 110.5           	 90.50     	 10000.00
Diesel                                	 05/02/2025	 9313            	 146             	 90.50     	 13213.00
Diesel                                	 05/02/2025	 5313            	 147             	 90.50     	 13304.00
Diesel                                	 05/02/2025	 5313            	 153.87          	 90.50     	 13925.00
Diesel                                	 05/02/2025	 2777            	 52.13           	 90.50     	 4718.00
Diesel                                	 05/02/2025	 2777            	 16.57           	 90.50     	 1500.00
Diesel                                	 06/02/2025	 5682            	 49              	 90.50     	 4435.00
KOOLAN - 1Ltr                         	 06/02/2025	 5682            	 1               	 240.00    	 240.00
Diesel                                	 06/02/2025	 4313            	 180.01          	 90.50     	 16291.00
KOOLAN - 1Ltr                         	 06/02/2025	 9313            	 6               	 240.00    	 1440.00
Diesel                                	 06/02/2025	 2313            	 267.24          	 90.50     	 24185.00
Diesel                                	 06/02/2025	 5313            	 149             	 90.50     	 13485.00
Diesel                                	 06/02/2025	 7313            	 127             	 90.50     	 11494.00
Diesel                                	 06/02/2025	 8313            	 134.01          	 90.50     	 12128.00
Diesel                                	 06/02/2025	 2777            	 60.18           	 90.50     	 5446.00
Diesel                                	 06/02/2025	 2777            	 16.57           	 90.50     	 1500.00
Diesel                                	 07/02/2025	 5682            	 35.83           	 90.50     	 3243.00
Diesel                                	 07/02/2025	 7313            	 82.21           	 90.50     	 7440.00
Diesel                                	 07/02/2025	 5313            	 130             	 90.50     	 11765.00
IOC CLEARBLUE  - 20Ltr                	 07/02/2025	 5313            	 1               	 1300.00   	 1300.00
Diesel                                	 07/02/2025	 8313            	 75.62           	 90.50     	 6844.00
Diesel                                	 07/02/2025	 2313            	 70              	 90.50     	 6335.00
IOC CLEARBLUE  - 20Ltr                	 07/02/2025	 2313            	 1               	 1300.00   	 1300.00
Diesel                                	 07/02/2025	 5313            	 97.5            	 90.50     	 8824.00
Diesel                                	 07/02/2025	 4313            	 75              	 90.50     	 6788.00
Diesel                                	 07/02/2025	 9313            	 96.29           	 90.50     	 8714.00
Diesel                                	 07/02/2025	 5682            	 21.45           	 90.50     	 1941.00
Diesel                                	 08/02/2025	 8313            	 102.29          	 90.50     	 9257.00
Diesel                                	 08/02/2025	 9313            	 86              	 90.50     	 7783.00
Diesel                                	 08/02/2025	 5313            	 79.81           	 90.50     	 7223.00
Diesel                                	 08/02/2025	 2313            	 94.56           	 90.50     	 8558.00
Diesel                                	 08/02/2025	 7313            	 87.8            	 90.50     	 7946.00
Diesel                                	 08/02/2025	 5313            	 74.65           	 90.50     	 6756.00
RED CALCIUM GEL - 18KG                	 08/02/2025	 JCB             	 1               	 4500.00   	 4500.00
Diesel                                	 08/02/2025	 2777            	 16.57           	 90.50     	 1500.00
Diesel                                	 08/02/2025	 2777            	 43.65           	 90.50     	 3950.00
Diesel                                	 08/02/2025	 5682            	 35.09           	 90.50     	 3176.00
Petrol                                	 08/02/2025	 2777            	 10.55           	 94.80     	 1000.00
Diesel                                	 09/02/2025	 4313            	 153             	 90.50     	 13847.00
Diesel                                	 09/02/2025	 9313            	 141.15          	 90.50     	 12774.00
Diesel                                	 09/02/2025	 8313            	 128.18          	 90.50     	 11600.00
Diesel                                	 09/02/2025	 5313            	 139             	 90.50     	 12580.00
Diesel                                	 09/02/2025	 5313            	 136.47          	 90.50     	 12351.00
Diesel                                	 09/02/2025	 7313            	 130             	 90.50     	 11765.00
Diesel                                	 09/02/2025	 2313            	 124             	 90.50     	 11222.00
IOC CLEARBLUE  - 20Ltr                	 09/02/2025	 2313            	 1               	 1300.00   	 1300.00
Petrol                                	 09/02/2025	 2777            	 1.05            	 94.80     	 100.00
Diesel                                	 09/02/2025	 5682            	 30.97           	 90.50     	 2803.00
Diesel                                	 09/02/2025	 2777            	 22.1            	 90.50     	 2000.00
Diesel                                	 10/02/2025	 9313            	 142             	 90.50     	 12851.00
IOC CLEARBLUE  - 20Ltr                	 10/02/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 10/02/2025	 5313            	 117.34          	 90.50     	 10619.00
IOC CLEARBLUE  - 20Ltr                	 10/02/2025	 5313            	 2               	 1300.00   	 2600.00
Diesel                                	 10/02/2025	 2313            	 145.59          	 90.50     	 13176.00
Diesel                                	 10/02/2025	 5313            	 128.45          	 90.50     	 11625.00
IOC CLEARBLUE  - 20Ltr                	 10/02/2025	 4313            	 1               	 1300.00   	 1300.00
Diesel                                	 10/02/2025	 8313            	 86.78           	 90.50     	 7854.00
Diesel                                	 10/02/2025	 5682            	 29.96           	 90.50     	 2711.00
Diesel                                	 10/02/2025	 0327            	 150             	 90.50     	 13575.00
Diesel                                	 11/02/2025	 9313            	 163             	 90.50     	 14752.00
Diesel                                	 11/02/2025	 4313            	 176             	 90.50     	 15928.00
Diesel                                	 11/02/2025	 8313            	 89.11           	 90.50     	 8064.00
Diesel                                	 11/02/2025	 0327            	 111             	 90.50     	 10046.00
Diesel                                	 11/02/2025	 5313            	 158.78          	 90.50     	 14370.00
Diesel                                	 11/02/2025	 7313            	 156.06          	 90.50     	 14123.00
Diesel                                	 11/02/2025	 5313            	 168             	 90.50     	 15204.00
Diesel                                	 11/02/2025	 2777            	 58.87           	 90.50     	 5328.00
IOC CLEARBLUE  - 20Ltr                	 11/02/2025	 4313            	 1               	 1300.00   	 1300.00
Diesel                                	 12/02/2025	 9313            	 201.01          	 90.50     	 18191.00
Diesel                                	 12/02/2025	 0327            	 130             	 90.50     	 11765.00
Diesel                                	 12/02/2025	 2313            	 177.04          	 90.50     	 16022.00
Diesel                                	 12/02/2025	 5313            	 173.05          	 90.50     	 15661.00
Diesel                                	 12/02/2025	 7313            	 164.88          	 90.50     	 14922.00
Diesel                                	 12/02/2025	 5313            	 158.45          	 90.50     	 14340.00
Diesel                                	 12/02/2025	 4313            	 184.51          	 90.50     	 16698.00
Diesel                                	 12/02/2025	 8313            	 80.41           	 90.50     	 7277.00
Diesel                                	 12/02/2025	 5682            	 18.45           	 90.50     	 1670.00
IOC CLEARBLUE  - 20Ltr                	 13/02/2025	 4313            	 2               	 1300.00   	 2600.00
IOC CLEARBLUE  - 20Ltr                	 13/02/2025	 0327            	 1               	 1300.00   	 1300.00
IOC CLEARBLUE  - 20Ltr                	 13/02/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 13/02/2025	 4313            	 145             	 90.50     	 13123.00
Diesel                                	 13/02/2025	 5313            	 157             	 90.50     	 14209.00
Diesel                                	 13/02/2025	 9313            	 145             	 90.50     	 13123.00
Diesel                                	 13/02/2025	 7313            	 98.03           	 90.50     	 8872.00
Diesel                                	 13/02/2025	 2313            	 170.39          	 90.50     	 15420.00
IOC CLEARBLUE  - 20Ltr                	 13/02/2025	 2313            	 1               	 1300.00   	 1300.00
Diesel                                	 13/02/2025	 5313            	 160.8           	 90.50     	 14552.00
Diesel                                	 13/02/2025	 0327            	 106             	 90.50     	 9593.00
Diesel                                	 13/02/2025	 BULERO 7313     	 45.92           	 90.50     	 4156.00
Diesel                                	 14/02/2025	 5682            	 37.02           	 90.50     	 3350.00
Diesel                                	 14/02/2025	 0327            	 119.87          	 90.50     	 10848.00
Diesel                                	 14/02/2025	 7313            	 139.71          	 90.50     	 12644.00
Diesel                                	 14/02/2025	 5313            	 168.15          	 90.50     	 15218.00
Diesel                                	 14/02/2025	 2313            	 168             	 90.50     	 15204.00
Diesel                                	 14/02/2025	 8313            	 169             	 90.50     	 15295.00
Diesel                                	 14/02/2025	 9313            	 149.55          	 90.50     	 13534.00
Diesel                                	 14/02/2025	 5313            	 185             	 90.50     	 16743.00
IOC CLEARBLUE  - 20Ltr                	 14/02/2025	 5313            	 1               	 1300.00   	 1300.00
Diesel                                	 14/02/2025	 5682            	 22.79           	 90.50     	 2063.00
Diesel                                	 15/02/2025	 8313            	 119             	 90.50     	 10770.00
Diesel                                	 15/02/2025	 4313            	 211             	 90.50     	 19096.00
Diesel                                	 15/02/2025	 7313            	 125.11          	 90.50     	 11322.00
Diesel                                	 15/02/2025	 9313            	 151.27          	 90.50     	 13690.00
Diesel                                	 15/02/2025	 0327            	 87.06           	 90.50     	 7879.00
Diesel                                	 15/02/2025	 5313            	 84              	 90.50     	 7602.00
Diesel                                	 15/02/2025	 5313            	 147             	 90.50     	 13304.00
Diesel                                	 15/02/2025	 2777            	 55.8            	 90.50     	 5050.00
Diesel                                	 16/02/2025	 9313            	 154             	 90.50     	 13937.00
Diesel                                	 16/02/2025	 4313            	 198             	 90.50     	 17919.00
Diesel                                	 16/02/2025	 0327            	 136             	 90.50     	 12308.00
Diesel                                	 16/02/2025	 7313            	 104.27          	 90.50     	 9436.00
Diesel                                	 16/02/2025	 5313            	 189             	 90.50     	 17105.00
IOC CLEARBLUE  - 20Ltr                	 16/02/2025	 5313            	 1               	 1300.00   	 1300.00
IOC CLEARBLUE  - 20Ltr                	 16/02/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 16/02/2025	 2313            	 235.01          	 90.50     	 21268.00
Diesel                                	 16/02/2025	 5313            	 105.64          	 90.50     	 9560.00
Diesel                                	 16/02/2025	 2777            	 33.15           	 90.50     	 3000.00
Petrol                                	 17/02/2025	 2777            	 11.48           	 94.80     	 1088.00
Diesel                                	 17/02/2025	 5313            	 128             	 90.50     	 11584.00
Diesel                                	 17/02/2025	 7313            	 115.42          	 90.50     	 10446.00
Diesel                                	 17/02/2025	 9313            	 65.01           	 90.50     	 5883.00
Diesel                                	 17/02/2025	 0327            	 150             	 90.50     	 13575.00
Diesel                                	 17/02/2025	 5313            	 134.03          	 90.50     	 12130.00
Diesel                                	 17/02/2025	 2313            	 152.85          	 90.50     	 13833.00
Diesel                                	 17/02/2025	 2777            	 22.1            	 90.50     	 2000.00
IOC CLEARBLUE  - 20Ltr                	 17/02/2025	 4313            	 2               	 1300.00   	 2600.00
Diesel                                	 18/02/2025	 7313            	 107.49          	 90.50     	 9728.00
Diesel                                	 18/02/2025	 0327            	 136.01          	 90.50     	 12309.00
Diesel                                	 18/02/2025	 4313            	 194.15          	 90.50     	 17571.00
Diesel                                	 18/02/2025	 5313            	 118.36          	 90.50     	 10712.00
Diesel                                	 18/02/2025	 5313            	 145             	 90.50     	 13123.00
Diesel                                	 18/02/2025	 2313            	 153             	 90.50     	 13847.00
IOC CLEARBLUE  - 20Ltr                	 18/02/2025	 2313            	 2               	 1300.00   	 2600.00
Diesel                                	 18/02/2025	 8313            	 93.32           	 90.50     	 8445.00
Diesel                                	 18/02/2025	 5682            	 16.57           	 90.50     	 1500.00
Diesel                                	 19/02/2025	 2777            	 56.61           	 90.50     	 5123.00
Diesel                                	 19/02/2025	 9313            	 153             	 90.50     	 13847.00
Diesel                                	 19/02/2025	 4313            	 135             	 90.50     	 12218.00
Diesel                                	 19/02/2025	 2313            	 161.01          	 90.50     	 14571.00
Diesel                                	 19/02/2025	 7313            	 162.38          	 90.50     	 14695.00
Diesel                                	 19/02/2025	 5313            	 150.7           	 90.50     	 13638.00
Diesel                                	 19/02/2025	 0327            	 150             	 90.50     	 13575.00
Diesel                                	 19/02/2025	 5313            	 144             	 90.50     	 13032.00
IOC CLEARBLUE  - 20Ltr                	 19/02/2025	 5313            	 2               	 1300.00   	 2600.00
Diesel                                	 19/02/2025	 5682            	 35.24           	 90.50     	 3189.00
Diesel                                	 19/02/2025	 2777            	 22.1            	 90.50     	 2000.00
Diesel                                	 19/02/2025	 7313            	 33.07           	 90.50     	 2993.00
Diesel                                	 20/02/2025	 8676            	 100             	 90.50     	 9050.00
Diesel                                	 20/02/2025	 0327            	 100             	 90.50     	 9050.00
Diesel                                	 20/02/2025	 GJ19 8600       	 260             	 90.50     	 23530.00
Diesel                                	 20/02/2025	 5313            	 161.92          	 90.50     	 14654.00
IOC CLEARBLUE  - 20Ltr                	 20/02/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 20/02/2025	 7313            	 177             	 90.50     	 16019.00
Diesel                                	 20/02/2025	 4313            	 199             	 90.50     	 18010.00
IOC CLEARBLUE  - 20Ltr                	 21/02/2025	 9313            	 1               	 1300.00   	 1300.00
Diesel                                	 21/02/2025	 2777            	 11.05           	 90.50     	 1000.00
Diesel                                	 21/02/2025	 8313            	 130             	 90.50     	 11765.00
Diesel                                	 23/02/2025	 8313            	 106             	 90.50     	 9593.00
Diesel                                	 23/02/2025	 9313            	 264             	 90.50     	 23892.00
Diesel                                	 23/02/2025	 2313            	 274.79          	 90.50     	 24869.00
Diesel                                	 23/02/2025	 4313            	 309             	 90.50     	 27965.00
Diesel                                	 23/02/2025	 5313            	 109             	 90.50     	 9865.00
IOC CLEARBLUE  - 10Ltr                	 23/02/2025	 5313            	 2               	 650.00    	 1300.00
IOC CLEARBLUE  - 20Ltr                	 23/02/2025	 2313            	 2               	 1300.00   	 2600.00
IOC CLEARBLUE  - 20Ltr                	 23/02/2025	 4313            	 2               	 1300.00   	 2600.00
Diesel                                	 23/02/2025	 5313            	 274.01          	 90.50     	 24798.00
Diesel                                	 23/02/2025	 7686            	 137             	 90.50     	 12399.00
Diesel                                	 23/02/2025	 8676            	 146.69          	 90.50     	 13275.00
Diesel                                	 23/02/2025	 0327            	 108             	 90.50     	 9774.00
Diesel                                	 23/02/2025	 2777            	 73.31           	 90.50     	 6635.00
Diesel                                	 23/02/2025	 C               	 20              	 90.50     	 1810.00
Petrol                                	 23/02/2025	 2777            	 4.43            	 94.80     	 420.00
Diesel                                	 23/02/2025	 7313            	 251             	 90.50     	 22716.00
Diesel                                	 24/02/2025	 0327            	 95.75           	 90.50     	 8665.00
Diesel                                	 24/02/2025	 4313            	 144.09          	 90.50     	 13040.00
Diesel                                	 24/02/2025	 8313            	 85.01           	 90.50     	 7693.00
Diesel                                	 24/02/2025	 2313            	 169             	 90.50     	 15295.00
Diesel                                	 24/02/2025	 9313            	 171.6           	 90.50     	 15530.00
IOC CLEARBLUE  - 10Ltr                	 24/02/2025	 9313            	 2               	 650.00    	 1300.00
Diesel                                	 24/02/2025	 7313            	 41.87           	 90.50     	 3789.00
Diesel                                	 24/02/2025	 2777            	 19.59           	 90.50     	 1773.00
IOC CLEARBLUE  - 20Ltr                	 25/02/2025	 4313            	 2               	 1300.00   	 2600.00
IOC CLEARBLUE  - 20Ltr                	 25/02/2025	 5313            	 1               	 1300.00   	 1300.00
Diesel                                	 25/02/2025	 5313            	 100             	 90.50     	 9050.00
Diesel                                	 25/02/2025	 5313            	 100             	 90.50     	 9050.00
Diesel                                	 25/02/2025	 0327            	 100             	 90.50     	 9050.00
S. System 68 - 5Ltr                   	 25/02/2025	 5682            	 2               	 1300.00   	 2600.00
Diesel                                	 25/02/2025	 9313            	 226.01          	 90.50     	 20454.00
Diesel                                	 25/02/2025	 4313            	 227.61          	 90.50     	 20599.00
Diesel                                	 25/02/2025	 2313            	 240.46          	 90.50     	 21762.00
Diesel                                	 25/02/2025	 5313            	 218.63          	 90.50     	 19786.00
Diesel                                	 25/02/2025	 8313            	 168.39          	 90.50     	 15239.00
Diesel                                	 25/02/2025	 C               	 27.86           	 90.50     	 2521.00
Diesel                                	 25/02/2025	 7313            	 153.03          	 90.50     	 13849.00
Diesel                                	 25/02/2025	 5313            	 217             	 90.50     	 19639.00
Diesel                                	 25/02/2025	 2777            	 22.1            	 90.50     	 2000.00
Petrol                                	 26/02/2025	 2777            	 5.27            	 94.80     	 500.00
Diesel                                	 26/02/2025	 C               	 5               	 90.50     	 453.00
Diesel                                	 26/02/2025	 0327            	 177.68          	 90.50     	 16080.00
